thang|kdjendok|kdsatker|kddept|kdunit|kdprogram|kdgiat|kdoutput|kdlokasi|kdkabkota|kddekon|kdsoutput|kdkmpnen|kdskmpnen|kdakun|kdkppn|kdbeban|header1|header2|kdheader|noitem|nmitem|vol1|sat1|vol2|sat2|vol3|sat3|vol4|sat4|volkeg|satkeg|hargasat|jumlah|rphblokir
2026|01|445371|015|08|CD|6212|FAH|26|06|2|001|100| A|521211|181|A||||3|KDM  Konsumsi Makan Narasumber dan Panitia|10|ORG|1|KEG|0||0||10.0|OK|37400|374000|0
2026|01|445371|015|08|CD|6212|FAH|26|06|2|001|100| A|521211|181|A||||4|KDM  Konsumsi Snack Narasumber dan Panitia|10|ORG|1|KEG|0||0||10.0|OK|12500|125000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| A|521211|181|A||||1|KDM  Konsumsi Makan Peserta Unit|80|Unit|2|ORG|2|KEG|0||320.0|OK|10885|3483000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| A|521211|181|A||||2|KDM  Konsumsi Snack Peserta Unit|80|Unit|2|ORG|2|KEG|0||320.0|OK|10607|3394000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| A|521211|181|A||||3|KDM  Konsumsi Makan Peserta KPPN|10|ORG|2|KEG|0||0||20.0|OK|32750|655000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| A|521211|181|A||||4|KDM  Konsumsi Snack Peserta KPPN|10|ORG|2|KEG|0||0||20.0|OK|12500|250000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| B|521211|181|A||||1|KDM  Konsumsi Makan Peserta Satker|81|SATKR|2|ORG|2|KEG|0||324.0|OK|32760|10614000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| B|521211|181|A||||2|KDM  Konsumsi Snack Peserta Satker|81|SATKR|2|ORG|2|KEG|0||324.0|OK|12482|4044000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| B|521211|181|A||||3|KDM  Konsumsi Makan Narasumber dan Panitia|10|ORG|2|KEG|0||0||20.0|OK|32750|655000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| B|521211|181|A||||4|KDM  Konsumsi Snack Narasumber dan Panitia|10|ORG|2|KEG|0||0||20.0|OK|12500|250000|0
2026|01|445371|015|08|CD|6212|FAL|26|06|2|004|100| D|524113|181|A||||1|Transport Lokal|2|ORG|4|FREK|0||0||8.0|OK|632000|5056000|0
2026|01|445371|015|08|CD|6213|FAC|26|06|2|001|100| A|521211|181|A||||1|KDM  Konsumsi Makan Peserta|15|ORG|2|FREK|0||0||30.0|OK|2767|83000|0
2026|01|445371|015|08|CD|6213|FAC|26|06|2|001|100| A|521211|181|A||||2|KDM  Konsumsi Snack Peserta|15|ORG|2|FREK|0||0||30.0|OK|2467|74000|0
2026|01|445371|015|08|CD|6213|FAC|26|06|2|001|100| A|521211|181|A||||3|KDM  Konsumsi Makan Panitia|3|ORG|2|FREK|0||0||6.0|OK|16167|97000|0
2026|01|445371|015|08|CD|6213|FAC|26|06|2|001|100| A|521211|181|A||||4|KDM  Konsumsi Snack Panitia|3|ORG|2|FREK|0||0||6.0|OK|12500|75000|0
2026|01|445371|015|08|CD|6213|FAL|26|06|2|003|100| A|524113|181|A||||1|Transport Lokal|1|FREK|2|ORG|2|HR|0||4.0|OK|195000|780000|0
2026|01|445371|015|08|CD|6214|FAL|26|06|2|002|100| A|521211|181|A||||1|CTK  Pelaksanaan Kearsipan dan Dokumentasi|1|THN|0||0||0||1.0|THN|390000|390000|0
2026|01|445371|015|08|CD|6214|FAL|26|06|2|002|100| B|521211|181|A||||1|CTK  DokumentasiPencetakanPenggandaan|1|THN|0||0||0||1.0|THN|390000|390000|0
2026|01|445371|015|08|CD|6214|FAL|26|06|2|002|100| B|524113|181|A||||1|Transport Lokal|2|ORG|15|FREK|0||0||30.0|OK|181267|5438000|0
2026|01|445371|015|08|CD|6215|FAH|26|06|2|003|100| A|521211|181|A||||1|CTK  Pencetakan Laporan Keuangan|1|THN|0||0||0||1.0|THN|390000|390000|0
2026|01|445371|015|08|WA|4715|EBA|26|06|2|001|100| A|521811|181|A||||1|ATK  Alat Tulis KantorSupplies Komputer|1|THN|0||0||0||1.0|THN|1469000|1469000|0
2026|01|445371|015|08|WA|4715|EBA|26|06|2|001|100| B|522151|181|A||||1|Honor Narasumber (Dinas PU)|1|ORG|1|JAM|0||0||1.0|OJ|90000|90000|0
2026|01|445371|015|08|WA|4715|EBA|26|06|2|001|100| B|524111|181|A||||1|Transport|2|ORG|1|FREK|0||0||2.0|OK|269000|538000|0
2026|01|445371|015|08|WA|4715|EBA|26|06|2|001|100| B|524111|181|A||||2|Uang Harian|2|ORG|1|FREK|2|HR|0||4.0|OH|152000|608000|0
2026|01|445371|015|08|WA|4715|EBA|26|06|2|002|100| B|524111|181|A||||1|Akomodasi|2|ORG|3|FREK|2|HR|0||12.0|OH|25000|300000|0
